10000
1234.05 587.32 2115.27
1193.88 262.01 3285.05
1024.70 3284.95 43.53
4424.52 101.08 925.64
1892.90 1641.26 1876.55
2308.06 1496.80 1908.44
3368.85 1284.53 595.74
3038.30 3383.70 848.44
221.94 3992.31 644.42
3211.11 1778.03 1757.07
2446.01 1666.66 1065.39
2653.22 557.01 3051.08
1780.85 1356.77 2897.86
756.76 2971.47 1853.14
4108.82 461.88 2695.77
258.57 12.78 3331.91
631.94 1503.71 1913.52
1334.74 2392.33 2219.73
3356.97 781.88 130.51
2221.95 1960.27 1220.82
357.15 2362.87 2845.25
535.20 3265.62 2736.90
4000.53 1916.52 179.80
1892.38 3235.83 3239.91
4105.81 1064.66 376.10
2019.43 3284.39 1310.85
3561.98 238.09 87.05
334.64 563.25 2912.82
1087.47 2549.50 3418.82
2307.35 1209.16 62.66
919.04 1919.78 3341.11
4492.32 1183.00 1727.54
2521.11 1100.85 502.36
2488.84 67.55 4141.26
2541.53 2978.88 478.61
4197.34 966.02 142.86
973.17 1128.88 2395.33
1792.22 1973.87 560.31
2655.52 491.87 836.87
2702.21 974.13 778.89
938.20 2786.50 568.57
3449.18 2272.57 2339.51
3836.71 317.36 2687.52
4066.65 1185.34 1163.42
1584.30 1813.37 3235.02
335.93 3095.02 1670.59
2851.74 2971.94 225.47
3958.38 2042.16 554.54
1439.24 2910.01 190.89
1079.24 2825.50 731.97
2244.87 3185.95 1271.83
1470.29 1193.66 2379.91
2843.42 2516.34 1044.61
1530.20 4172.04 1535.38
618.80 3214.45 784.55
3001.53 365.97 1610.25
1316.74 3100.36 1160.68
1916.34 2265.33 554.45
1548.94 3628.90 491.85
1666.57 971.89 3341.27
2126.73 554.69 1208.89
3325.98 2219.68 115.54
788.87 2757.99 526.90
405.17 2231.92 2616.08
2017.40 4.64 4315.87
1669.12 74.10 3730.48
2050.59 3005.90 531.48
2181.89 1013.68 736.25
1522.94 1050.58 3512.43
284.64 3920.22 2430.59
2531.74 363.33 443.17
1934.80 2817.03 3412.44
2420.01 631.56 2196.50
53.55 908.79 3825.25
3387.96 1027.16 1197.98
747.15 1886.33 3084.05
2049.22 3116.78 731.91
3491.63 96.69 2966.20
1562.68 3317.05 1992.08
2290.24 347.20 2186.69
2606.43 2192.54 2520.69
1282.99 1432.19 1976.16
2522.94 1862.96 1652.15
3317.36 1578.46 928.28
1438.02 361.84 2615.11
2376.85 3267.65 1561.81
1275.52 2210.81 1340.53
292.61 2191.26 2066.79
1013.62 240.83 4848.71
179.52 3118.59 3074.58
3389.49 1481.94 3214.33
2354.89 2350.59 1311.48
1955.84 2944.26 817.84
1676.95 2605.63 3541.46
1918.94 3782.87 2413.69
2626.14 2868.77 1205.64
1031.43 1227.61 2213.75
1802.10 2945.10 1701.39
208.92 3325.15 3581.42
3972.73 259.23 1517.69
461.44 4059.17 1734.94
391.89 716.66 3528.48
2556.12 402.75 865.27
3581.81 2299.34 906.44
3619.96 1585.05 651.41
2466.91 1580.49 1664.27
4907.34 549.18 512.56
1475.62 1903.07 2159.99
2039.81 1302.17 4121.07
704.04 2696.04 2666.09
519.86 1213.42 4552.21
1495.85 1455.55 2451.51
247.91 1526.61 4104.25
2054.57 2147.54 2741.40
