183086631 4.468984 0.736364 0.510010 106.699997 1365.199951 17.600000
192725748 0.386784 0.127230 0.409560 7.600000 1125.800049 2.500000
188820941 0.796306 2.247987 0.452420 17.100000 1230.300049 48.299999
197191100 1.092234 2.147714 0.346370 18.400000 965.099976 36.200001
189200549 4.298555 1.069971 0.445970 91.099998 1212.000000 22.700001
186587403 0.991699 1.270906 0.473040 22.170000 1280.800049 28.420000
190471484 3.555937 0.389501 0.436130 73.900002 1189.199951 8.100000
187515104 4.468688 3.887474 0.464560 98.010002 1254.099976 85.480003
202373642 4.045502 0.386561 0.238720 48.099998 680.099976 4.600000
189623174 1.884799 2.154009 0.442810 39.700001 1206.400024 45.400002
179704452 2.111514 1.823638 0.539760 53.000000 1437.500000 45.799999
197192319 4.598737 0.770527 0.346660 77.500000 963.500000 13.000000
195846063 3.175757 4.346192 0.366480 56.200001 1012.900024 77.099998
187512824 3.726017 2.654006 0.465650 82.019997 1259.430054 58.500000
188392757 2.664075 2.928722 0.456330 57.599998 1237.900024 63.400002
188773943 2.418590 3.979808 0.452050 51.799999 1226.400024 85.400002
184657090 0.525944 3.815679 0.494590 12.210000 1329.900024 88.699997
184150090 4.412793 4.051384 0.499520 103.199997 1337.300049 95.000000
189198334 1.765939 0.668566 0.446520 37.500000 1216.300049 14.200000
193409954 2.493639 0.621882 0.397770 47.700001 1095.300049 11.900000
203982681 4.901844 4.059323 0.175300 43.259998 504.369995 35.919998
191273022 2.827851 0.672293 0.426410 57.599998 1166.099976 13.700000
193743720 0.026382 2.230764 0.393910 0.500000 1085.900024 42.299999
187511968 0.344687 0.675732 0.465630 7.600000 1263.300049 14.900000
193068959 1.997340 2.866588 0.403920 38.700001 1109.699951 55.599998
182539042 0.691326 1.514470 0.510990 16.549999 1371.229980 36.259998
184655572 0.694853 0.189892 0.492360 16.100000 1327.500000 4.400000
185635279 3.805063 2.943073 0.486130 87.000000 1308.099976 67.400002
185148515 2.143457 0.930274 0.488420 49.299999 1317.089966 21.400000
195845445 0.919769 2.948427 0.366240 16.299999 1015.299988 52.299999
201028216 0.286734 4.036972 0.275760 3.900000 779.299988 55.000000
184147789 3.059287 3.838014 0.496350 71.199997 1332.199951 89.500000
181439188 4.069798 3.482346 0.521310 98.900002 1390.000000 84.800003
192021373 4.145861 1.414015 0.414750 82.300003 1135.400024 28.100000
201600326 0.774325 2.004622 0.260470 10.000000 739.900024 25.900000
192020897 2.125548 2.079041 0.416850 42.400002 1142.400024 41.500000
